Mag Temperature
8.45000 5023.37518
10.02000 4514.79264
8.87000 5253.68666
4.92000 7049.74045
8.70000 5639.57943
7.04000 6282.00603
8.95000 5517.59183
10.56000 4384.66609
7.80000 6204.33862
12.17000 4996.41583
9.95000 4917.34468
3.00000 4421.62672
11.51000 3701.14377
9.83000 4580.71996
10.88000 4348.34792
7.15000 5601.69784
8.26000 5793.07969
7.19000 6157.88493
8.15000 5826.34878
5.37000 8361.67412
8.11000 5917.10441
9.54000 5154.33327
7.90000 5963.63075
8.27000 5584.65810
8.18000 5713.44262
6.44000 6837.92642
6.84000 6352.82742
8.73000 5197.66937
7.12000 6357.31106
8.00000 5749.34879
6.69000 6286.38245
8.12000 5833.79763
8.89000 4409.23403
5.08000 6679.15048
9.14000 5426.53387
8.51000 5304.90768
8.80000 5326.30905
6.94000 6208.59916
8.08000 5724.16397
8.67000 5265.64382
7.86000 6042.94748
5.58000 6933.94345
7.93000 5971.46167
10.60000 4450.82947
6.67000 4964.46634
7.17000 6499.77888
9.80000 4289.19890
12.05000 3879.72836
7.26000 6330.51124
8.83000 5524.22100
8.17000 5514.28361
7.29000 6174.69026
7.16000 5567.72874
8.86000 5268.64216
5.64000 7089.28144
8.89000 5369.66825
5.56000 7169.83157
11.59000 4017.00351
9.66000 4967.11227
8.07000 5944.14961
8.50000 5388.48188
6.44000 5774.77214
5.73000 6674.16152
9.22000 5092.14288
7.08000 6397.97346
9.02000 5298.82658
9.42000 4448.73013
8.91000 4969.76118
7.47000 5530.86719
7.99000 5670.98353
8.51000 5999.04476
11.40000 4132.19385
6.24000 6026.90314
9.12000 5197.66937
9.19000 5354.09677
6.34000 6827.43571
8.97000 4798.64758
9.40000 5106.13687
11.24000 4093.03761
10.92000 4260.25190
8.44000 5520.90429
10.50000 4348.34792
6.46000 6264.56587
6.38000 6848.45220
8.40000 5625.74109
8.59000 5584.65810
9.50000 4878.79325
7.94000 5778.42373
6.73000 6453.07268
6.60000 6330.51124
8.16000 5913.26236
9.05000 5274.64975
10.34000 4688.18591
6.42000 7270.36860
11.03000 4051.19584
10.78000 4368.44640
8.23000 5426.53387
10.90000 4521.29546
8.53000 5574.48731
10.05000 4519.12567
6.51000 6388.88889
8.74000 5547.55763
10.85000 4262.16896
7.92000 5983.24956
11.12000 4121.43744
10.83000 4662.56053
9.35000 5363.42810
8.44000 5357.20337
9.63000 4845.89513
9.73000 4628.08871
7.33000 6321.63207
8.45000 6099.83368
11.04000 4139.39746
11.39000 3886.04348
5.72000 7146.61436
10.06000 4514.79264
9.05000 5423.34100
8.07000 5363.42810
8.20000 5867.57180
9.32000 5039.69931
6.59000 6542.44442
8.74000 5323.24047
9.96000 4759.60801
9.16000 5145.75795
10.93000 3900.33106
5.85000 7712.24024
8.71000 5250.70638
6.27000 7181.50195
9.50000 4991.06070
8.64000 5875.13423
9.11000 5177.34991
9.39000 4848.40909
9.37000 4853.44531
6.81000 6071.24725
8.76000 5160.06704
8.41000 5653.49077
9.41000 4776.60501
7.95000 5944.14961
6.38000 6286.38245
5.52000 4534.36037
11.62000 3657.38728
7.31000 5050.64470
8.23000 5882.71761
9.97000 4648.70707
7.97000 5455.45112
9.54000 4891.57251
12.00000 3926.00323
10.02000 4580.71996
10.84000 3753.34226
9.42000 5162.93900
7.75000 6141.17779
10.70000 3681.24896
7.97000 6055.04114
7.38000 6091.63661
6.29000 4828.37418
10.05000 4450.82947
10.07000 4815.94093
9.65000 4932.94639
10.56000 4308.72701
7.43000 6542.44442
8.31000 5567.72874
8.12000 5670.98353
6.82000 5706.31891
6.15000 4943.40587
11.36000 4674.17173
6.21000 6229.99684
11.00000 3691.16854
7.91000 5611.97514
7.33000 6238.60049
9.17000 5160.06704
10.12000 4742.73818
10.05000 4737.94138
10.71000 4328.44241
7.50000 6083.46321
5.58000 5103.33154
8.36000 6116.29924
2.65000 5015.25506
8.75000 5162.93900
6.22000 5497.80582
7.89000 5720.58540
9.18000 5404.26756
10.38000 4815.94093
6.95000 6462.35579
3.85000 9552.44348
8.52000 5012.55453
8.99000 5092.14288
8.90000 5015.25506
10.98000 4786.37526
9.05000 4618.98670
7.88000 5928.66280
8.94000 5232.89996
9.34000 5045.16571
9.28000 4578.48975
7.83000 5688.59251
9.47000 5224.04480
8.78000 5165.81437
10.62000 4161.16668
8.01000 5734.92848
7.13000 6649.33739
8.05000 5763.84699
5.65000 4769.30492
6.83000 6212.86602
11.38000 3695.43680
6.99000 6714.30087
9.11000 5162.93900
9.44000 5160.06704
10.51000 4075.49433
8.48000 5905.59430
4.25000 7981.79792
6.42000 5265.64382
8.53000 5749.34879
7.69000 6299.55126
9.88000 4956.54644
10.41000 4336.38165
7.80000 5724.16397
10.05000 4603.14856
8.67000 5474.91263
9.41000 4506.15275
8.70000 5344.79996
6.01000 6955.68024
6.20000 6547.22248
11.36000 3681.24896
7.56000 6091.63661
8.33000 5678.01311
8.37000 5629.19386
6.00000 6917.73751
7.31000 6532.91089
8.75000 5448.99669
8.50000 5837.52971
8.76000 4660.24558
8.56000 5944.14961
9.82000 4516.95806
5.92000 6801.36116
7.30000 6277.63618
9.76000 5442.55853
8.28000 5484.69904
8.18000 5229.94470
8.06000 5584.65810
9.31000 5092.14288
8.39000 5905.59430
8.29000 5815.21366
8.24000 5544.21094
8.06000 5468.40902
9.68000 5072.68741
9.43000 4977.72590
2.99000 4943.40587
7.43000 5461.92187
8.54000 5717.01162
8.37000 5796.75614
6.51000 6754.96742
7.86000 6063.13255
7.24000 5601.69784
9.31000 5350.99401
8.26000 5530.86719
9.64000 4901.84702
11.21000 3681.24896
7.44000 5774.77214
7.64000 5991.13598
9.70000 4671.84462
9.61000 4991.06070
9.95000 4580.71996
8.87000 5530.86719
8.07000 6026.90314
9.17000 5026.08808
6.45000 6684.14752
9.64000 4671.84462
8.45000 5782.08027
4.91000 6859.01324
10.19000 4378.56892
9.80000 4139.39746
8.81000 5584.65810
6.91000 6547.22248
9.48000 4605.40415
10.85000 4651.00995
7.11000 6467.00818
7.05000 6251.55411
10.64000 5123.03778
9.33000 4845.89513
7.77000 5608.54490
8.19000 5771.12550
5.81000 6719.35513
10.47000 4514.79264
7.73000 6112.17388
8.46000 5793.07969
9.14000 4940.78660
9.15000 5341.70865
11.45000 4103.63951
9.12000 5078.23001
9.21000 5061.64061
10.84000 3950.39277
7.96000 6162.07702
8.30000 5752.96601
9.86000 4488.97682
10.51000 4269.85533
6.51000 6429.99049
8.66000 5329.38141
8.21000 5920.95183
10.27000 4737.94138
6.73000 6704.21703
7.92000 5571.10583
10.30000 5752.96601
8.15000 5991.13598
10.11000 4695.22628
9.79000 4695.22628
11.00000 4000.13210
9.57000 4671.84462
9.01000 5504.38431
11.16000 4112.51835
10.34000 4534.36037
8.45000 5372.79414
7.68000 6208.59916
7.65000 5920.95183
7.54000 5995.08757
9.98000 5050.64470
10.75000 3875.00603
7.39000 6420.80749
10.49000 4754.77515
6.73000 6513.93370
9.51000 4927.73419
10.69000 5061.64061
11.43000 4121.43744
8.63000 5465.16339
8.52000 5695.66891
6.95000 6462.35579
7.58000 5833.79763
8.21000 6006.97602
8.08000 5920.95183
9.97000 7417.66466
10.29000 4354.35707
10.06000 4688.18591
6.45000 5742.12894
11.17000 3875.00603
11.07000 4415.42125
9.25000 5064.39752
9.68000 5354.09677
8.29000 5636.11302
9.63000 5004.47140
8.55000 5778.42373
11.23000 4212.90514
6.42000 6485.69042
10.46000 4388.74077
4.53000 7916.09956
9.15000 4845.89513
8.09000 6124.56795
6.36000 5995.08757
6.23000 4578.48975
7.03000 6087.54696
6.68000 6046.97292
7.78000 5909.42566
6.38000 7010.67641
11.07000 4121.43744
8.65000 5335.53745
7.29000 6006.97602
4.89000 7844.47909
8.93000 4943.40587
8.31000 5301.86528
10.36000 4558.52018
5.22000 7584.79115
10.10000 4803.57514
9.51000 5069.92092
7.33000 6689.15268
4.78000 7398.89678
8.90000 5058.88687
8.13000 6006.97602
7.40000 5932.52637
8.22000 5789.40824
10.34000 4332.40822
6.82000 6030.90563
5.10000 8802.06758
9.60000 4671.84462
8.36000 5413.78638
7.11000 6273.27288
7.27000 6042.94748
8.86000 5162.93900
7.31000 6448.44192
6.65000 6749.85490
10.93000 4235.49336
4.81000 5625.74109
7.02000 6174.69026
8.57000 5800.43759
7.97000 5567.72874
8.21000 5826.34878
3.57000 4125.01640
10.65000 4289.19890
9.74000 4614.44982
6.32000 6624.71247
10.78000 4525.64162
8.73000 4866.08438
8.97000 5504.38431
8.26000 5577.87317
7.81000 5807.81555
6.21000 6605.15428
6.24000 6832.67669
7.47000 6242.91193
8.22000 5745.73644
7.52000 5830.07065
6.64000 6719.35513
7.22000 6411.65278
5.36000 7411.39715
6.43000 5955.82186
7.26000 5875.13423
8.30000 5567.72874
9.71000 4993.73675
7.46000 6348.35061
6.15000 6939.36379
10.64000 3716.93270
8.42000 5089.35384
5.76000 6471.66783
8.52000 5785.74177
5.63000 5702.76417
7.46000 6357.31106
8.47000 5720.58540
7.16000 6614.91772
8.39000 4121.43744
10.85000 3660.17787
10.27000 3875.00603
6.30000 5948.03489
8.15000 5605.11914
6.41000 6091.63661
6.98000 6046.97292
7.15000 6361.80153
9.51000 5547.55763
9.41000 4660.24558
8.20000 5445.77558
11.08000 4086.00140
7.66000 6153.69897
8.80000 5311.00366
10.10000 4558.52018
9.84000 5023.37518
7.88000 5991.13598
7.33000 6071.24725
10.00000 4366.42779
7.77000 5917.10441
9.99000 4501.84583
7.66000 5882.71761
9.98000 4291.14336
9.71000 4967.11227
7.49000 6375.31414
9.99000 4471.93794
7.56000 5983.24956
8.40000 5681.53489
7.75000 5501.09296
7.84000 5959.72356
8.84000 5734.92848
8.87000 5283.68851
11.15000 4214.77786
8.78000 5429.73075
11.64000 4044.30885
9.62000 4730.76533
9.28000 5366.54624
5.62000 8313.02739
7.66000 6388.88889
6.86000 6709.25484
7.84000 6055.04114
10.20000 4289.19890
7.11000 6402.52623
9.03000 5191.84654
7.53000 6191.59470
6.90000 6343.88060
8.58000 5713.44262
11.18000 4121.43744
9.24000 5280.67193
6.90000 6247.22980
6.77000 6674.16152
10.91000 4098.33139
8.99000 4866.08438
9.87000 5304.90768
7.91000 5756.58811
5.65000 6439.20192
8.73000 5653.49077
10.12000 4996.41583
9.88000 4972.41309
9.86000 4580.71996
8.98000 5524.22100
6.26000 5897.94755
9.06000 5360.31381
6.79000 5218.15903
6.91000 6434.59264
10.81000 3950.39277
8.97000 6187.35925
10.40000 3860.91053
6.98000 5301.86528
8.02000 5574.48731
8.63000 5194.75622
3.91000 4725.99403
5.93000 7135.06707
5.25000 5034.24545
7.72000 6046.97292
7.07000 6251.55411
9.09000 5123.03778
9.74000 4801.11003
10.18000 4569.59170
8.99000 5504.38431
8.63000 5650.00606
9.52000 4988.38769
9.69000 5053.38892
10.15000 4235.49336
10.03000 4532.17737
3.81000 9882.42254
9.90000 4493.25789
5.41000 7880.11071
8.20000 5760.21510
7.36000 5875.13423
8.06000 5920.95183
9.24000 5238.82115
9.37000 4646.40658
9.15000 5180.24235
3.65000 9297.26638
10.31000 3657.38728
8.08000 5745.73644
9.01000 5232.89996
6.94000 6334.96093
11.17000 3917.94294
5.53000 8838.79389
6.82000 6843.18492
6.11000 7468.22502
8.19000 5413.78638
10.71000 4340.36273
5.09000 8702.78743
7.85000 5706.31891
8.08000 5863.79842
6.76000 6195.83640
4.13000 4735.54681
7.55000 5886.51717
8.53000 5717.01162
6.68000 6869.60971
5.43000 7146.61436
9.54000 5023.37518
10.52000 4300.89344
6.31000 6983.06055
9.04000 5106.13687
8.96000 5826.34878
6.04000 7532.49589
10.53000 3724.15582
8.05000 5804.12406
8.01000 5818.92029
8.73000 5660.47401
8.26000 5601.69784
4.63000 7781.22471
10.36000 4212.90514
8.21000 5749.34879
9.11000 4806.04293
8.64000 4969.76118
7.84000 5226.99298
8.31000 5271.64413
8.55000 5681.53489
11.57000 3905.11793
10.44000 4237.38716
6.43000 6639.46366
8.12000 5643.05040
7.59000 6149.51914
10.50000 4392.82342
8.20000 5920.95183
11.40000 4063.30716
7.83000 5527.54196
7.80000 5955.82186
7.80000 6290.76545
7.07000 6295.15505
9.00000 5416.96726
6.18000 7300.52682
4.80000 10026.53116
9.03000 5174.46090
7.68000 5905.59430
7.09000 5807.81555
5.53000 6547.22248
7.52000 6112.17388
7.72000 5720.58540
10.22000 4707.00991
8.62000 5574.48731
11.37000 4354.35707
9.11000 4388.74077
9.45000 4889.01100
8.30000 5394.78435
8.44000 5520.90429
10.40000 4721.23287
9.25000 4983.05076
6.93000 6067.18699
11.06000 4783.92874
7.33000 7461.86379
5.55000 7802.18486
10.81000 4409.23403
5.28000 6972.08034
8.81000 5372.79414
6.49000 6827.43571
8.34000 5818.92029
2.78000 4873.70129
7.27000 6191.59470
10.74000 4378.56892
8.52000 5404.26756
7.02000 6200.08437
8.82000 5083.78547
7.37000 6075.31337
3.86000 4935.55686
9.60000 5481.43276
8.02000 5581.26343
10.59000 4866.08438
7.68000 6063.13255
9.24000 5229.94470
8.31000 5177.34991
9.45000 5050.64470
8.21000 6026.90314
6.33000 6425.39544
8.61000 5554.26397
6.30000 7330.95945
7.67000 6003.00758
6.25000 7380.23234
9.42000 5039.69931
5.92000 6869.60971
5.55000 6694.16597
8.95000 5544.21094
4.23000 4603.14856
7.19000 6075.31337
8.62000 5501.09296
6.72000 5692.12835
10.31000 4648.70707
6.55000 5023.37518
7.32000 4774.16903
9.95000 4429.92922
10.59000 4250.69360
8.41000 5720.58540
7.43000 6103.94112
10.23000 4269.85533
7.95000 5863.79842
6.81000 6260.22214
6.81000 5848.75676
7.82000 6003.00758
3.62000 3961.88296
7.07000 5685.06136
10.76000 3695.43680
9.40000 4855.96757
6.33000 4861.02041
7.09000 6420.80749
8.01000 5917.10441
6.48000 6928.53231
9.30000 4796.18780
7.18000 6528.15538
7.98000 5771.12550
9.73000 4886.45232
7.38000 5991.13598
9.41000 5286.70876
7.48000 6299.55126
8.18000 6099.83368
10.57000 3716.93270
6.57000 6739.65499
6.17000 7423.94377
9.45000 5137.21285
4.89000 8792.93866
9.02000 5407.43654
8.65000 5301.86528
7.38000 5995.08757
8.53000 5436.13657
7.68000 5901.76826
11.02000 3653.20966
7.28000 6191.59470
5.43000 6552.00811
10.45000 4762.02833
6.77000 6091.63661
7.57000 6429.99049
5.54000 8041.21124
10.75000 4716.48182
9.92000 4878.79325
7.22000 5323.24047
8.05000 5685.06136
10.92000 4356.36399
9.44000 4891.57251
6.59000 5789.40824
11.24000 4419.55619
6.36000 6739.65499
6.50000 6055.04114
6.46000 7300.52682
8.61000 5375.92390
6.81000 6370.80305
8.03000 5646.52594
5.70000 7945.15166
7.82000 5717.01162
8.37000 5807.81555
11.15000 4340.36273
8.85000 5250.70638
7.04000 6471.66783
8.03000 5706.31891
6.20000 6312.77973
8.42000 5574.48731
8.52000 5688.59251
7.66000 6042.94748
8.14000 5416.96726
9.95000 4589.66374
5.78000 7872.95598
10.21000 4850.92582
5.61000 8264.99994
7.09000 5717.01162
8.37000 6059.08394
4.26000 4569.59170
6.33000 5983.24956
8.50000 5391.63116
5.25000 8201.90539
8.43000 5663.97255
10.32000 4580.71996
9.75000 4776.60501
9.67000 4591.90543
7.29000 5841.26693
10.02000 5209.35676
6.36000 6966.60430
6.51000 6518.66681
8.14000 5375.92390
8.22000 5738.52629
10.65000 4697.57802
9.08000 5221.10015
9.54000 5142.90623
7.16000 5991.13598
9.02000 5050.64470
8.90000 5514.28361
7.15000 5756.58811
11.13000 4964.46634
8.55000 5410.60947
6.92000 5407.43654
8.21000 5778.42373
7.39000 5913.26236
2.24000 3762.19111
6.55000 4737.94138
8.53000 4932.94639
10.70000 4628.08871
8.19000 5468.40902
3.70000 4904.42278
10.82000 4493.25789
9.80000 4332.40822
9.64000 4946.02808
3.32000 4774.16903
8.48000 5727.74733
6.28000 5445.77558
8.89000 5471.65876
9.22000 5061.64061
7.01000 6585.72071
6.79000 6251.55411
7.67000 5818.92029
8.47000 5706.31891
7.65000 5875.13423
7.77000 5731.33550
4.92000 7760.38766
10.18000 4733.15480
4.33000 7952.45132
7.60000 5778.42373
8.83000 5301.86528
5.67000 6434.59264
5.97000 4883.89647
10.52000 4718.85609
5.86000 6556.80131
8.20000 5611.97514
7.27000 5971.46167
11.15000 3668.57621
9.33000 5103.33154
7.99000 6704.21703
6.51000 6051.00414
7.59000 6022.90635
3.10000 3674.19735
5.41000 4549.70352
7.34000 5407.43654
7.95000 5557.62364
9.35000 4723.61219
8.67000 5148.61302
9.25000 4912.16728
11.69000 5280.67193
8.05000 5955.82186
8.58000 5550.90864
6.85000 6669.18064
6.75000 6178.90704
9.87000 5086.56804
10.90000 4239.28274
6.95000 6504.48976
6.88000 6561.60211
9.54000 5678.01311
7.02000 6619.81117
8.26000 5833.79763
8.97000 5036.97082
8.61000 5382.19509
7.16000 6664.20780
9.28000 5094.93516
8.52000 5632.65117
7.80000 5837.52971
8.65000 5235.85878
7.98000 6128.71134
6.77000 7021.78943
9.00000 5304.90768
6.49000 6157.88493
9.56000 4747.54524
10.83000 4205.43165
7.50000 6277.63618
10.49000 4289.19890
9.96000 4603.14856
9.34000 5268.64216
8.64000 5404.26756
9.13000 4757.19028
10.71000 3983.40782
4.67000 8402.69528
4.59000 8321.09183
6.30000 6689.15268
4.34000 8225.44122
5.73000 7558.54454
6.39000 5995.08757
8.91000 4961.82340
10.34000 3692.59016
8.43000 5329.38141
8.47000 5882.71761
12.07000 3958.59295
7.37000 6091.63661
4.62000 8477.66347
4.98000 8132.17859
10.53000 3665.77232
7.62000 5685.06136
10.19000 4519.12567
10.16000 3711.17511
5.27000 6075.31337
4.02000 4554.10736
7.06000 6352.82742
9.70000 4964.46634
8.60000 5605.11914
7.20000 6091.63661
4.02000 4560.72996
7.60000 5963.63075
11.19000 4231.71107
7.07000 5028.80409
7.61000 5920.95183
9.92000 4779.04362
6.93000 6504.48976
3.76000 4714.11008
6.51000 7106.37588
5.53000 7487.38005
5.20000 7060.98880
6.22000 6704.21703
8.17000 5413.78638
5.23000 7181.50195
7.97000 5436.13657
6.70000 5804.12406
9.16000 5089.35384
7.57000 5404.26756
6.35000 6654.28620
8.80000 5717.01162
7.26000 6654.28620
7.94000 5404.26756
5.00000 4396.91404
7.97000 5944.14961
4.45000 4199.84472
10.46000 3917.94294
6.02000 6485.69042
8.31000 5670.98353
6.36000 6366.29886
8.46000 5253.68666
11.45000 4514.79264
7.25000 6330.51124
8.79000 5157.19846
8.59000 5160.06704
9.90000 5050.64470
9.42000 4980.38682
6.57000 6684.14752
4.98000 4899.27411
8.17000 5756.58811
8.97000 5072.68741
5.03000 9882.42254
8.97000 5432.93165
4.27000 7158.20245
7.91000 6055.04114
9.44000 4912.16728
7.91000 6238.60049
10.56000 4904.42278
9.23000 5244.75661
9.00000 5341.70865
7.45000 5878.92330
8.87000 5256.67053
10.73000 4157.52186
9.03000 5423.34100
6.60000 6912.35381
8.27000 5826.34878
8.44000 5265.64382
6.48000 6273.27288
7.81000 5763.84699
8.83000 5280.67193
10.11000 4718.85609
7.73000 5913.26236
7.91000 5706.31891
8.16000 5699.21418
6.37000 6806.55877
10.21000 4382.63172
8.46000 5360.31381
5.17000 4922.53363
6.67000 5944.14961
8.98000 5148.61302
9.15000 5265.64382
10.39000 4980.38682
9.04000 4977.72590
6.97000 6277.63618
5.06000 6744.75076
10.94000 7981.79792
7.53000 6225.70459
8.11000 5487.96948
9.23000 5168.69313
8.99000 5491.24408
7.64000 5727.74733
7.48000 5564.35601
6.87000 6099.83368
7.89000 6003.00758
6.29000 6006.97602
8.38000 5674.49599
9.91000 3780.01951
10.11000 4628.08871
9.00000 5039.69931
7.07000 6003.00758
7.83000 5738.52629
6.77000 5928.66280
3.84000 5028.80409
6.97000 5924.80462
6.04000 6864.30703
7.76000 5917.10441
9.14000 5320.17564
5.39000 7908.87294
7.98000 6308.36359
7.22000 6071.24725
7.78000 5875.13423
9.55000 4917.34468
10.87000 4123.22611
9.36000 5448.99669
10.25000 4346.34874
8.78000 5056.13631
8.93000 4996.41583
9.52000 5026.08808
7.41000 5292.76029
3.89000 4697.57802
10.90000 4103.63951
10.32000 4308.72701
7.19000 5811.51208
9.47000 4951.28135
8.35000 5913.26236
5.68000 7187.35269
9.91000 4493.25789
5.30000 8402.69528
6.83000 6816.97989
9.19000 4871.15952
8.16000 5867.57180
7.33000 6195.83640
7.69000 5709.87839
10.85000 4103.63951
5.09000 4607.66206
8.35000 5354.09677
8.62000 5544.21094
7.44000 5738.52629
7.99000 6079.38536
8.26000 5487.96948
6.43000 6561.60211
11.28000 3983.40782
5.97000 4688.18591
7.13000 6079.38536
7.40000 6095.73218
6.51000 6912.35381
9.80000 4465.58334
5.70000 6255.88489
9.06000 5250.70638
9.07000 5436.13657
9.88000 4653.31524
9.48000 5069.92092
4.28000 8894.52383
7.02000 6370.80305
9.50000 4980.38682
4.94000 9307.59679
4.93000 8562.71318
6.55000 6983.06055
8.46000 5653.49077
9.12000 5404.26756
7.51000 5639.57943
9.72000 4429.92922
8.64000 5524.22100
8.20000 5656.98009
7.20000 5991.13598
9.96000 4556.31264
9.95000 5020.66538
11.33000 4252.60166
8.87000 5094.93516
6.49000 6366.29886
7.13000 5514.28361
8.65000 6153.69897
6.75000 6744.75076
8.60000 5047.90363
7.49000 6299.55126
6.71000 6303.95410
8.89000 5186.03755
4.21000 8170.75387
6.74000 8011.38353
8.86000 5344.79996
8.34000 5039.69931
8.77000 5615.40987
6.47000 6765.21771
9.25000 5188.94032
7.60000 5571.10583
10.07000 4956.54644
7.47000 6178.90704
11.88000 3950.39277
8.04000 6108.05452
6.51000 7038.53102
7.50000 5717.01162
7.78000 5979.31471
7.21000 5940.26976
10.06000 4525.64162
6.51000 5890.32201
11.41000 3981.74341
5.59000 8026.26693
10.43000 4512.62941
3.42000 8460.87658
9.44000 4894.13686
6.29000 5042.43094
7.31000 6268.91612
5.11000 7094.96963
9.25000 4793.73069
10.53000 4678.83330
10.86000 4023.79372
5.06000 8178.51731
9.60000 4825.88210
8.97000 5238.82115
9.82000 4996.41583
10.52000 4525.64162
4.73000 7306.59127
6.38000 5738.52629
7.02000 5940.26976
7.27000 6195.83640
11.76000 4039.15963
10.77000 4429.92922
10.59000 4037.44626
8.61000 5695.66891
8.33000 5194.75622
6.62000 7010.67641
6.10000 6880.24182
11.10000 4275.63918
7.68000 5890.32201
8.65000 5544.21094
7.72000 5442.55853
7.33000 5913.26236
9.07000 4678.83330
11.04000 4328.44241
8.55000 5845.00927
6.91000 6760.08835
9.48000 5012.55453
10.49000 4843.38391
10.12000 4538.73301
4.82000 8410.95284
5.13000 6434.59264
7.97000 5763.84699
10.75000 4625.80967
6.64000 6499.77888
5.88000 6955.68024
7.59000 6187.35925
9.72000 4749.95263
12.39000 4037.44626
9.59000 4972.41309
8.43000 6917.73751
9.69000 4891.57251
9.77000 4735.54681
6.96000 6357.31106
11.65000 4139.39746
10.58000 4493.25789
6.98000 6067.18699
11.72000 4190.56759
7.44000 5763.84699
3.21000 4766.87678
8.18000 5724.16397
6.38000 5871.35041
8.39000 5913.26236
8.08000 5554.26397
9.12000 4932.94639
10.04000 4560.72996
8.08000 5478.17062
8.47000 5717.01162
7.27000 6443.81834
8.45000 5436.13657
11.57000 3935.72130
10.56000 4685.84406
8.65000 5636.11302
8.89000 5123.03778
6.72000 6234.29546
6.75000 5763.84699
10.67000 4289.19890
4.08000 4497.54755
10.21000 4203.56761
9.76000 4690.53022
12.37000 3793.50649
5.48000 7480.98311
9.92000 4769.30492
9.48000 5111.75734
6.08000 7901.66079
6.12000 6476.33473
8.06000 5280.67193
5.75000 7258.38128
8.73000 5094.93516
7.99000 5611.97514
10.87000 4112.51835
11.56000 3983.40782
10.67000 4262.16896
10.66000 4671.84462
6.86000 5667.47572
9.55000 5188.94032
11.81000 3927.61943
9.72000 4855.96757
7.65000 5756.58811
10.70000 4409.23403
11.13000 4139.39746
8.12000 5882.71761
8.03000 5605.11914
11.11000 4125.01640
8.39000 5811.51208
8.91000 5086.56804
6.28000 4868.62055
8.07000 5656.98009
6.66000 6326.06830
3.69000 7337.07925
7.43000 6229.99684
8.54000 5699.21418
11.35000 4248.78732
10.74000 4503.99821
10.94000 4330.42436
7.85000 5763.84699
9.22000 5188.94032
6.49000 6462.35579
6.86000 6495.07537
9.48000 5338.62115
6.61000 6811.76500
11.72000 3950.39277
11.25000 4103.63951
10.16000 4614.44982
8.58000 5692.12835
8.06000 5917.10441
8.72000 5224.04480
7.45000 6075.31337
7.89000 5514.28361
7.97000 5478.17062
7.22000 6343.88060
8.24000 5534.19670
8.70000 5448.99669
6.92000 6453.07268
8.96000 5706.31891
5.92000 6917.73751
7.72000 5815.21366
7.47000 6095.73218
11.70000 3961.88296
6.95000 6059.08394
10.65000 4878.79325
11.97000 3917.94294
9.57000 5564.35601
7.54000 6157.88493
9.44000 4876.24586
8.00000 5646.52594
9.01000 5142.90623
8.06000 6063.13255
12.10000 3890.79388
9.84000 5478.17062
10.99000 4429.92922
7.65000 5991.13598
6.88000 6112.17388
7.87000 5901.76826
10.93000 4226.05086
8.86000 5706.31891
9.07000 5423.34100
9.55000 5699.21418
7.12000 6649.33739
10.26000 4695.22628
6.99000 6026.90314
9.54000 5061.64061
10.52000 4336.38165
6.11000 5394.78435
6.91000 6532.91089
7.45000 6124.56795
7.83000 5742.12894
9.55000 4996.41583
7.57000 5897.94755
9.57000 4840.87544
7.49000 5848.75676
8.02000 5975.38542
11.07000 4086.00140
10.16000 4374.51401
9.66000 4853.44531
6.04000 6955.68024
9.74000 4718.85609
7.00000 6481.00892
9.66000 4988.38769
7.16000 6499.77888
8.61000 5544.21094
6.39000 6669.18064
11.20000 3952.02997
10.55000 4863.55101
7.98000 5720.58540
10.30000 3668.57621
7.28000 6273.27288
7.41000 6402.52623
7.43000 6509.20802
8.65000 5731.33550
5.62000 7032.94084
8.03000 5678.01311
10.27000 4338.37123
8.63000 5372.79414
10.55000 4289.19890
9.51000 4930.33883
9.32000 4959.18343
9.70000 5218.15903
10.25000 4289.19890
4.78000 4651.00995
8.50000 5131.53284
5.56000 8101.60554
8.41000 5547.55763
5.95000 7089.28144
8.16000 5971.46167
6.81000 5955.82186
7.68000 5782.08027
4.29000 9990.06650
8.84000 5229.94470
8.66000 5089.35384
8.01000 6116.29924
9.36000 5157.19846
10.23000 4201.70530
7.95000 5913.26236
8.93000 5106.13687
9.58000 5298.82658
10.59000 4173.97632
9.62000 4558.52018
10.67000 4139.39746
7.86000 6063.13255
10.13000 4730.76533
10.42000 4034.02407
11.63000 3934.09814
11.64000 4161.16668
10.74000 4155.70196
9.83000 4527.81800
9.39000 4810.98656
11.99000 4075.49433
8.10000 5484.69904
10.60000 4419.55619
7.99000 5591.46069
6.51000 6379.83213
7.41000 6321.63207
9.81000 4448.73013
10.46000 4231.71107
4.13000 8101.60554
8.96000 4858.49261
6.80000 6388.88889
8.04000 5727.74733
10.67000 4020.39563
9.92000 5061.64061
8.46000 5229.94470
10.22000 5423.34100
8.75000 4930.33883
9.37000 5028.80409
9.36000 5064.39752
7.61000 6420.80749
7.02000 6255.88489
8.29000 6006.97602
9.95000 4818.42217
3.27000 9370.11841
5.53000 4491.11629
6.76000 6532.91089
5.91000 6896.25720
6.67000 6585.72071
7.04000 6128.71134
10.38000 4241.18009
7.73000 6174.69026
7.67000 5901.76826
7.67000 5800.43759
8.76000 5335.53745
10.91000 3777.03592
8.35000 6046.97292
10.98000 4308.72701
10.55000 4324.48422
9.88000 5050.64470
9.77000 4730.76533
7.06000 6022.90635
11.04000 4394.86773
10.71000 3681.24896
11.51000 4034.02407
8.85000 5128.69783
12.27000 3934.09814
